audit,portfolio_set,portfolio_mode,fold,is_weak_fold,module_group,phase,net_pnl_contribution
C,audit_b_best_reconstructed,max_one_trade_per_session,3,False,phase12a opening-drive pullback,phase12a,-6.99
C,audit_b_best_reconstructed,max_one_trade_per_session,3,False,phase13a prior RTH high/low breakout,phase13a,-1404.24
C,audit_b_best_reconstructed,max_one_trade_per_session,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
C,audit_b_best_reconstructed,max_one_trade_per_session,3,False,phase15a trend/power continuation,phase15a,643.72
C,audit_b_best_plus_phase14a,max_one_trade_per_session,3,False,phase10b overnight/prior-level branch,phase10b,13939.84
C,audit_b_best_plus_phase14a,max_one_trade_per_session,3,False,phase11a opening range fade,phase11a,-1073.0
C,audit_b_best_plus_phase14a,max_one_trade_per_session,3,False,phase12a opening-drive pullback,phase12a,-6.99
C,audit_b_best_plus_phase14a,max_one_trade_per_session,3,False,phase13a prior RTH high/low breakout,phase13a,-1091.44
C,audit_b_best_plus_phase14a,max_one_trade_per_session,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
C,audit_b_best_plus_phase14a,max_one_trade_per_session,3,False,phase15a trend/power continuation,phase15a,441.72
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,4,False,phase10b overnight/prior-level branch,phase10b,6552.54
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,4,False,phase11a opening range fade,phase11a,-164.34
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,4,False,phase12a opening-drive pullback,phase12a,567.48
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,4,False,phase13a prior RTH high/low breakout,phase13a,73.02
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-154.99
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,4,False,phase15a trend/power continuation,phase15a,417.74
C,audit_b_best_reconstructed,max_one_trade_per_session,5,False,phase10b overnight/prior-level branch,phase10b,1317.2
C,audit_b_best_reconstructed,max_one_trade_per_session,5,False,phase11a opening range fade,phase11a,712.5
C,audit_b_best_reconstructed,max_one_trade_per_session,5,False,phase12a opening-drive pullback,phase12a,298.38
C,audit_b_best_reconstructed,max_one_trade_per_session,5,False,phase13a prior RTH high/low breakout,phase13a,3115.62
C,audit_b_best_reconstructed,max_one_trade_per_session,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-143.79
C,audit_b_best_reconstructed,max_one_trade_per_session,5,False,phase15a trend/power continuation,phase15a,179.31
C,audit_b_best_plus_phase14a,max_one_trade_per_session,5,False,phase10b overnight/prior-level branch,phase10b,1990.04
C,audit_b_best_plus_phase14a,max_one_trade_per_session,5,False,phase11a opening range fade,phase11a,903.48
C,audit_b_best_plus_phase14a,max_one_trade_per_session,5,False,phase12a opening-drive pullback,phase12a,298.38
C,audit_b_best_plus_phase14a,max_one_trade_per_session,5,False,phase13a prior RTH high/low breakout,phase13a,3115.62
C,audit_b_best_plus_phase14a,max_one_trade_per_session,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-143.79
C,audit_b_best_plus_phase14a,max_one_trade_per_session,5,False,phase15a trend/power continuation,phase15a,179.31
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,5,False,phase10b overnight/prior-level branch,phase10b,975.74
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,5,False,phase11a opening range fade,phase11a,700.22
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,5,False,phase12a opening-drive pullback,phase12a,298.38
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,5,False,phase13a prior RTH high/low breakout,phase13a,3115.62
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-143.79
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,5,False,phase15a trend/power continuation,phase15a,179.31
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,5,False,phase10b overnight/prior-level branch,phase10b,1467.78
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,5,False,phase11a opening range fade,phase11a,841.24
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,5,False,phase12a opening-drive pullback,phase12a,298.38
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,5,False,phase13a prior RTH high/low breakout,phase13a,3171.14
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-220.46
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,5,False,phase15a trend/power continuation,phase15a,179.31
C,diversifier_only_13a_14a,max_one_trade_per_session,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
C,diversifier_only_13a_14a,max_one_trade_per_session,5,False,phase11a opening range fade,phase11a,974.78
C,diversifier_only_13a_14a,max_one_trade_per_session,5,False,phase12a opening-drive pullback,phase12a,123.4
C,diversifier_only_13a_14a,max_one_trade_per_session,5,False,phase13a prior RTH high/low breakout,phase13a,3092.58
C,diversifier_only_13a_14a,max_one_trade_per_session,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-327.44
C,diversifier_only_13a_14a,max_one_trade_per_session,5,False,phase15a trend/power continuation,phase15a,243.83
C,prior_level_diversifiers_only,max_one_trade_per_session,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
C,prior_level_diversifiers_only,max_one_trade_per_session,5,False,phase11a opening range fade,phase11a,974.78
C,prior_level_diversifiers_only,max_one_trade_per_session,5,False,phase12a opening-drive pullback,phase12a,123.4
C,prior_level_diversifiers_only,max_one_trade_per_session,5,False,phase13a prior RTH high/low breakout,phase13a,3092.58
C,prior_level_diversifiers_only,max_one_trade_per_session,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-327.44
C,prior_level_diversifiers_only,max_one_trade_per_session,5,False,phase15a trend/power continuation,phase15a,243.83
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,5,False,phase11a opening range fade,phase11a,87.72
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,5,False,phase12a opening-drive pullback,phase12a,187.86
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,5,False,phase13a prior RTH high/low breakout,phase13a,2824.62
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-271.96
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,5,False,phase15a trend/power continuation,phase15a,321.31
C,greedy_low_correlation_with_14a,max_one_trade_per_session,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
C,greedy_low_correlation_with_14a,max_one_trade_per_session,5,False,phase11a opening range fade,phase11a,885.24
C,greedy_low_correlation_with_14a,max_one_trade_per_session,5,False,phase12a opening-drive pullback,phase12a,187.86
C,greedy_low_correlation_with_14a,max_one_trade_per_session,5,False,phase13a prior RTH high/low breakout,phase13a,3428.14
C,greedy_low_correlation_with_14a,max_one_trade_per_session,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-271.96
C,greedy_low_correlation_with_14a,max_one_trade_per_session,5,False,phase15a trend/power continuation,phase15a,321.31
C,audit_b_best_reconstructed,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,18825.36
C,audit_b_best_reconstructed,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,3108.96
C,audit_b_best_reconstructed,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,421.19
C,audit_b_best_reconstructed,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-277.48
C,audit_b_best_reconstructed,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
C,audit_b_best_reconstructed,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1119.5
C,audit_b_best_plus_phase14a,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,19317.4
C,audit_b_best_plus_phase14a,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,3249.98
C,audit_b_best_plus_phase14a,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,421.19
C,audit_b_best_plus_phase14a,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-221.96
C,audit_b_best_plus_phase14a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1128.39
C,audit_b_best_plus_phase14a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1119.5
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,19317.4
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,3249.98
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,421.19
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-221.96
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1128.39
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1119.5
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,19075.54
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,2367.2
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,421.19
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-277.48
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1205.06
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1212.24
C,diversifier_only_13a_14a,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,17640.24
C,diversifier_only_13a_14a,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,2233.66
C,diversifier_only_13a_14a,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,596.17
C,diversifier_only_13a_14a,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-198.92
C,diversifier_only_13a_14a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1312.04
C,diversifier_only_13a_14a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1147.72
C,prior_level_diversifiers_only,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,17640.24
C,prior_level_diversifiers_only,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,2233.66
C,prior_level_diversifiers_only,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,596.17
C,prior_level_diversifiers_only,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-198.92
C,prior_level_diversifiers_only,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1312.04
C,prior_level_diversifiers_only,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1147.72
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,3108.18
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,421.19
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-536.0
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1312.04
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1054.98
C,greedy_low_correlation_with_14a,max_one_trade_per_session,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
C,greedy_low_correlation_with_14a,max_one_trade_per_session,6,False,phase11a opening range fade,phase11a,3108.18
C,greedy_low_correlation_with_14a,max_one_trade_per_session,6,False,phase12a opening-drive pullback,phase12a,421.19
C,greedy_low_correlation_with_14a,max_one_trade_per_session,6,False,phase13a prior RTH high/low breakout,phase13a,-536.0
C,greedy_low_correlation_with_14a,max_one_trade_per_session,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1312.04
C,greedy_low_correlation_with_14a,max_one_trade_per_session,6,False,phase15a trend/power continuation,phase15a,1054.98
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,1,False,phase10b overnight/prior-level branch,phase10b,-3465.39
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,1,False,phase11a opening range fade,phase11a,-1753.12
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,1,False,phase12a opening-drive pullback,phase12a,314.53
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,1,False,phase13a prior RTH high/low breakout,phase13a,-275.68
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,1,False,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,1,False,phase15a trend/power continuation,phase15a,-348.28
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,2,False,phase10b overnight/prior-level branch,phase10b,1561.42
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,2,False,phase11a opening range fade,phase11a,2344.18
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,2,False,phase12a opening-drive pullback,phase12a,94.03
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,2,False,phase13a prior RTH high/low breakout,phase13a,447.72
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,2,False,phase14a prior RTH midpoint/close reaction,phase14a,253.85
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,2,False,phase15a trend/power continuation,phase15a,-752.88
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,2,False,phase11a opening range fade,phase11a,2291.74
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,2,False,phase12a opening-drive pullback,phase12a,94.03
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
C,audit_b_best_plus_phase14a,one_trade_at_a_time_chronological,2,False,phase15a trend/power continuation,phase15a,-634.14
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,2,False,phase11a opening range fade,phase11a,1900.46
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,2,False,phase12a opening-drive pullback,phase12a,94.03
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,2,False,phase14a prior RTH midpoint/close reaction,phase14a,262.11
C,audit_b_best_plus_phase13a_and_phase14a,one_trade_at_a_time_chronological,2,False,phase15a trend/power continuation,phase15a,-634.14
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,2,False,phase10b overnight/prior-level branch,phase10b,-2415.32
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,2,False,phase11a opening range fade,phase11a,2060.68
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,2,False,phase12a opening-drive pullback,phase12a,7.47
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,2,False,phase14a prior RTH midpoint/close reaction,phase14a,262.11
C,top_cross_family_plus_13a_14a,one_trade_at_a_time_chronological,2,False,phase15a trend/power continuation,phase15a,-711.4
C,diversifier_only_13a_14a,one_trade_at_a_time_chronological,2,False,phase10b overnight/prior-level branch,phase10b,-1710.88
